from_newsgroup,to_newsgroup,number_of_references,references_from_newsgroup,references_out_of_newsgroup
no.norsk,no.sources.wanted,13,11325,2296
no.org.efn.diskusjon,no.alt.frustrasjoner,13,869,491
no.pc,no.film,13,12883,2791
no.pc,no.vr,13,12883,2791
no.perl,no.general,13,633,117
no.psykologi,no.havforskning,13,1209,553
no.radio-tv,no.news.diverse,13,2524,676
no.radio-tv,no.sport.diverse,13,2524,676
no.radio_tv,no.irc,13,909,244
no.radio_tv,no.norsk,13,909,244
no.slekt,no.kjemi,13,2669,367
no.sources.wanted,no.norsk,13,53,26
no.speider,no.alt.gledesutbrudd,13,749,86
no.spill,no.alt.diskusjoner,13,5773,631
no.spill,no.vr,13,5773,631
no.standard,no.c,13,64,38
no.video,no.marked.data,13,216,116
no.vit.diverse,no.litteratur,13,447,186
no.alt.diskusjoner,no.musikk,12,10536,4821
no.alt.diskusjoner,no.vr,12,10536,4821
no.alt.flame,no.kjemi,12,16830,5387
no.alt.flame,no.sport.diverse,12,16830,5387
no.alt.frustrasjoner,no.uninett.skole,12,21167,4522
no.alt.gledesutbrudd,no.audio,12,6405,1220
no.alt.gledesutbrudd,no.litteratur,12,6405,1220
no.alt.gledesutbrudd,no.norsk,12,6405,1220
no.alt.katter,no.alt.pompel-og-pilt,12,1001,143
no.alt.katter,no.alt.pompelog,12,1001,143
no.alt.katter,no.alt.radio-tv.irma-1000,12,1001,143
no.alt.katter,no.alt.radio_tv.irma1000,12,1001,143
no.alt.mat.drikke,no.alt.pompel-og-pilt,12,467,164
no.alt.mat.drikke,no.alt.pompelog,12,467,164
no.alt.mat.drikke,no.alt.radio-tv.irma-1000,12,467,164
no.alt.mat.drikke,no.alt.radio_tv.irma1000,12,467,164
no.alt.motorsykler,no.mac,12,26896,1305
no.alt.pompelog,no.audio,12,182,83
no.alt.radio-tv.irma-1000,no.news.diverse,12,108,76
no.alt.radio-tv.irma-1000,unknown,12,108,76
no.alt.radio_tv.irma1000,no.alt.tegneserier,12,210,59
no.alt.tegneserier,no.alt.radio_tv.irma1000,12,1182,354
no.audio,no.bolig,12,4947,852
no.bil,no.biz.diskusjoner,12,3441,496
no.bil,no.bolig,12,3441,496
no.biz.annonser,no.marked.bil,12,746,501
no.biz.annonser,no.marked.bolig,12,746,501
no.biz.diskusjoner,no.bil,12,147,96
no.bolig,no.audio,12,357,63
no.elektronikk,no.video,12,1832,584
no.eunet.diverse,no.film,12,89,51
no.eunet.diverse,no.irc,12,89,51
no.eunet.drift,no.alt.diskusjoner,12,227,55
no.eunet.drift,no.film,12,227,55
no.eunet.drift,no.irc,12,227,55
no.eunet.drift,no.pc,12,227,55
no.film,no.alt.flame,12,6949,1035
no.film,no.eunet.diverse,12,6949,1035
no.film,no.eunet.drift,12,6949,1035
no.general,no.alt.mat.drikke,12,47032,13121
no.havforskning,no.news.drift,12,243,165
no.havforskning,no.norsk,12,243,165
no.havforskning,no.slekt,12,243,165
no.it.emacs,no.linux,12,708,143
no.jus,no.bolig,12,5232,1998
no.jus,no.prat.seksualitet,12,5232,1998
no.kjemi,no.spill,12,830,350
no.kryptografi,no.www,12,330,112
no.linux,no.it.emacs,12,8833,1209
no.linux,no.radio_tv,12,8833,1209
no.linux,no.www,12,8833,1209
no.litteratur,no.skole.diverse,12,2060,485
no.mac,no.radio_tv,12,11681,1053
no.mac,no.spill,12,11681,1053
no.mail.drift,no.slekt,12,307,207
no.marked,no.media,12,4847,1840
no.marked,no.mswindow,12,4847,1840
no.marked.bolig,no.biz.annonser,12,67,36
no.marked.data,no.telepost,12,4910,1299
no.medisin,no.norsk.fagord,12,880,278
no.mswindow,no.marked,12,362,78
no.multimedia,no.vr,12,954,581
no.net,no.eunet.diverse,12,1110,523
no.net,no.eunet.drift,12,1110,523
no.net,no.slekt,12,1110,523
no.news.diverse,no.alt.arkiv,12,6024,2109
no.news.diverse,no.biz.annonser,12,6024,2109
no.news.diverse,no.sykkel,12,6024,2109
no.news.drift,no.havforskning,12,345,185
no.news.drift,no.slekt,12,345,185
no.norsk,no.audio,12,11325,2296
no.norsk,no.typografi,12,11325,2296
no.norsk.fagord,no.medisin,12,177,47
no.pc,no.biz.diskusjoner,12,12883,2791
no.pc,no.media,12,12883,2791
no.prat.ufo,no.radio-tv,12,468,36
no.radio-tv,no.prat.ufo,12,2524,676
no.radio_tv,no.elektronikk,12,909,244
no.radio_tv,no.slekt,12,909,244
no.radio_tv,no.vr,12,909,244
no.religion,no.ef,12,14266,2206
no.religion,no.news.diverse,12,14266,2206
no.skole.diverse,no.uninett.skole,12,350,231
no.slekt,no.havforskning,12,2669,367
no.slekt,no.mail.drift,12,2669,367
no.slekt,no.net,12,2669,367
no.slekt,no.news.drift,12,2669,367
no.slekt,no.sources.list,12,2669,367
no.slekt,no.tegnsett,12,2669,367
no.speider,no.alt.frustrasjoner,12,749,86
no.speider,no.alt.motorsykler,12,749,86
no.spill,no.kjemi,12,5773,631
no.spill,no.mac,12,5773,631
no.spill,no.radio-tv,12,5773,631
no.sport.diverse,no.kjemi,12,3164,378
no.sport.diverse,no.musikk,12,3164,378
no.stortinget,no.ef,12,1495,626
no.uninett.diverse,no.vr,12,82,53
no.uninett.skole,unknown,12,404,145
no.video,no.elektronikk,12,216,116
no.vit.diverse,no.havforskning,12,447,186
no.vr,no.alt.diskusjoner,12,62,24
no.vr,no.multimedia,12,62,24
no.vr,no.pc,12,62,24
no.vr,no.radio_tv,12,62,24
no.vr,no.spill,12,62,24
no.vr,no.uninett.diverse,12,62,24
no.ai,no.c,11,158,118
no.ai,no.ef,11,158,118
no.ai,no.embnet,11,158,118
no.alkohol,no.c,11,2049,918
no.alkohol,no.embnet,11,2049,918
no.alt.arkiv,no.general,11,74,67
no.alt.diskusjoner,no.mac,11,10536,4821
no.alt.diskusjoner,no.vit.diverse,11,10536,4821
no.alt.frustrasjoner,no.ms-windows,11,21167,4522
no.alt.frustrasjoner,no.tegnsett,11,21167,4522
no.alt.gledesutbrudd,no.net,11,6405,1220
no.alt.mat,no.litteratur,11,2055,461
no.alt.motorsykler,no.litteratur,11,26896,1305
no.alt.motorsykler,no.speider,11,26896,1305
no.alt.radio_tv.irma1000,no.audio,11,210,59
no.audio,no.alt.gledesutbrudd,11,4947,852
no.audio,no.radio_tv,11,4947,852
no.biz.annonser,no.elektronikk,11,746,501
no.biz.annonser.data,no.multimedia,11,276,193
no.biz.annonser.data,no.sport.diverse,11,276,193
no.biz.annonser.data,unknown,11,276,193
no.bolig,no.bil,11,357,63
no.bolig,no.c,11,357,63
no.bolig,no.jus,11,357,63
no.c,no.standard,11,1412,303
no.embnet,no.bolig,11,178,157
no.irc,no.alt.gledesutbrudd,11,3970,1022
no.irc,no.sport.diverse,11,3970,1022
no.it.diverse,no.marked,11,330,168
no.jus,no.www,11,5232,1998
no.kjemi,no.alt.flame,11,830,350
no.kjemi,no.sport.diverse,11,830,350
no.linux,no.alt.diskusjoner,11,8833,1209
no.linux,no.sport.diverse,11,8833,1209
no.linux,no.x,11,8833,1209
no.lisp,no.it.emacs,11,373,193
no.litteratur,no.alt.gledesutbrudd,11,2060,485
no.litteratur,no.alt.mat,11,2060,485
no.litteratur,no.alt.motorsykler,11,2060,485
no.litteratur,no.sport.diverse,11,2060,485
no.mac,no.sport.diverse,11,11681,1053
no.mail.diverse,no.telepost,11,1099,512
no.marked,no.alt.gledesutbrudd,11,4847,1840
no.marked,no.sources.wanted,11,4847,1840
no.marked,no.uninett.skole,11,4847,1840
no.marked.diskusjon,no.marked,11,54,49
no.media,no.pc,11,58,45
no.ms-windows,no.news.diverse,11,4123,936
no.mswindow,unknown,11,362,78
no.multimedia,no.biz.annonser.data,11,954,581
no.multimedia,no.radio-tv,11,954,581
no.musikk,no.marked.bolig,11,15532,1497
no.musikk,no.media,11,15532,1497
no.musikk,no.sport.diverse,11,15532,1497
no.news.drift,no.irc,11,345,185
no.norsk,no.c,11,11325,2296
no.org.efn.diskusjon,no.org.isoc-no,11,869,491
no.pc,no.tegnsett,11,12883,2791
no.prat.seksualitet,no.prat.politikk,11,2367,181
no.psykologi,no.alt.frustrasjoner,11,1209,553
no.psykologi,no.spill,11,1209,553
no.psykologi,no.sport.diverse,11,1209,553
no.psykologi,no.telepost,11,1209,553
no.radio_tv,no.audio,11,909,244
no.radio_tv,no.linux,11,909,244
no.radio_tv,no.mac,11,909,244
no.radio_tv,no.stortinget,11,909,244
no.religion,no.prat.narkotika,11,14266,2206
no.skole.diverse,no.litteratur,11,350,231
no.slekt,no.stortinget,11,2669,367
no.sources.list,no.slekt,11,12,12
no.sources.list,no.sources.wanted,11,12,12
no.sources.list,no.speider,11,12,12
no.sources.list,no.spill,11,12,12
no.sources.list,no.sport.diverse,11,12,12
no.sources.list,no.tegnsett,11,12,12
no.sources.list,no.telepost,11,12,12
no.sources.wanted,no.marked,11,53,26
no.sources.wanted,no.sources.list,11,53,26
no.sources.wanted,no.speider,11,53,26
no.sources.wanted,no.spill,11,53,26
no.sources.wanted,no.sport.diverse,11,53,26
no.sources.wanted,no.stortinget,11,53,26
no.sources.wanted,no.tegnsett,11,53,26
no.speider,no.general,11,749,86
no.speider,no.sources.list,11,749,86
no.speider,no.sources.wanted,11,749,86
no.speider,no.tegnsett,11,749,86
no.speider,no.telepost,11,749,86
no.spill,no.sources.list,11,5773,631
no.spill,no.sources.wanted,11,5773,631
no.spill,no.tegnsett,11,5773,631
no.spill,no.telepost,11,5773,631
no.sport.diverse,no.biz.annonser.data,11,3164,378
no.sport.diverse,no.jus,11,3164,378
no.sport.diverse,no.linux,11,3164,378
no.sport.diverse,no.litteratur,11,3164,378
no.sport.diverse,no.mac,11,3164,378
no.sport.diverse,no.radio-tv,11,3164,378
no.sport.diverse,no.sources.list,11,3164,378
no.sport.diverse,no.sources.wanted,11,3164,378
no.sport.diverse,no.sport.fotball,11,3164,378
no.sport.diverse,no.tegnsett,11,3164,378
no.sport.diverse,no.telepost,11,3164,378
no.stortinget,no.radio_tv,11,1495,626
no.stortinget,no.slekt,11,1495,626
no.stortinget,no.sources.wanted,11,1495,626
no.tegnsett,no.vitser,11,313,139
no.telepost,no.mail.diverse,11,537,316
no.telepost,no.sources.list,11,537,316
no.telepost,no.speider,11,537,316
no.telepost,no.spill,11,537,316
no.telepost,no.sport.diverse,11,537,316
no.telepost,no.tegnsett,11,537,316
no.uninett.skole,no.news.diverse,11,404,145
no.www,no.vitser,11,2032,312
no.alt.arkiv,no.kjemi,10,74,67
no.alt.arkiv,no.mail.diverse,10,74,67
no.alt.arkiv,no.mail.drift,10,74,67
no.alt.arkiv,no.marked,10,74,67
no.alt.arkiv,no.news.diverse,10,74,67
no.alt.config,no.kjemi,10,451,283
no.alt.config,no.mail.diverse,10,451,283
no.alt.config,no.mail.drift,10,451,283
no.alt.config,no.marked,10,451,283
no.alt.config,no.net,10,451,283
no.alt.diskusjoner,no.slekt,10,10536,4821
no.alt.flame,no.mail.diverse,10,16830,5387
no.alt.flame,no.mail.drift,10,16830,5387
no.alt.frustrasjoner,no.nuug,10,21167,4522
no.alt.mat,no.kjemi,10,2055,461
no.alt.mat,no.mail.diverse,10,2055,461
no.alt.pompel-og-pilt,no.alt.diskusjoner,10,215,83
no.alt.pompel-og-pilt,no.alt.frustrasjoner,10,215,83
no.alt.pompel-og-pilt,no.alt.mat,10,215,83
no.alt.tegneserier,no.alt.diskusjoner,10,1182,354
no.alt.tegneserier,no.pc,10,1182,354
no.amiga,no.mac,10,2054,166
no.audio,no.alt.pompelog,10,4947,852
no.audio,no.alt.radio_tv.irma1000,10,4947,852
no.biz.annonser,no.litteratur,10,746,501
no.biz.diskusjoner,no.marked.jobb,10,147,96
no.biz.diskusjoner,unknown,10,147,96
no.bolig,no.embnet,10,357,63
no.c,no.bolig,10,1412,303
no.ef,no.bolig,10,866,633
no.ef,no.stortinget,10,866,633
no.general,no.slekt,10,47032,13121
no.havforskning,no.news.diverse,10,243,165
no.havforskning,no.nuug,10,243,165
no.havforskning,no.pc,10,243,165
no.havforskning,no.sources.list,10,243,165
no.havforskning,no.sources.wanted,10,243,165
no.havforskning,no.speider,10,243,165
no.havforskning,no.spill,10,243,165
no.havforskning,no.sport.diverse,10,243,165
no.havforskning,no.tegnsett,10,243,165
no.havforskning,no.telepost,10,243,165
no.irc,no.nuug,10,3970,1022
no.irc,no.psykologi,10,3970,1022
no.irc,no.sources.list,10,3970,1022
no.irc,no.sources.wanted,10,3970,1022
no.irc,no.speider,10,3970,1022
no.irc,no.tegnsett,10,3970,1022
no.irc,no.telepost,10,3970,1022
no.it.diverse,no.marked.jobb,10,330,168
no.it.diverse,no.net,10,330,168
no.jus,no.prat.narkotika,10,5232,1998
no.jus,no.sources.list,10,5232,1998
no.jus,no.sources.wanted,10,5232,1998
no.jus,no.tegnsett,10,5232,1998
no.jus,no.telepost,10,5232,1998
no.kjemi,no.alt.arkiv,10,830,350
no.kjemi,no.alt.config,10,830,350
no.kjemi,no.alt.mat,10,830,350
no.kjemi,no.sources.list,10,830,350
no.kjemi,no.sources.wanted,10,830,350
no.kjemi,no.speider,10,830,350
no.kjemi,no.tegnsett,10,830,350
no.kjemi,no.telepost,10,830,350
no.kryptografi,no.marked,10,330,112
no.linux,no.sources.list,10,8833,1209
no.linux,no.sources.wanted,10,8833,1209
no.linux,no.speider,10,8833,1209
no.linux,no.telepost,10,8833,1209
no.litteratur,no.biz.annonser,10,2060,485
no.litteratur,no.sources.list,10,2060,485
no.litteratur,no.sources.wanted,10,2060,485
no.litteratur,no.speider,10,2060,485
no.litteratur,no.tegnsett,10,2060,485
no.litteratur,no.telepost,10,2060,485
no.mac,no.mswindow,10,11681,1053
no.mac,no.sources.list,10,11681,1053
no.mac,no.sources.wanted,10,11681,1053
no.mac,no.speider,10,11681,1053
no.mac,no.telepost,10,11681,1053
no.mail.diverse,no.alt.arkiv,10,1099,512
no.mail.diverse,no.alt.config,10,1099,512
no.mail.diverse,no.alt.flame,10,1099,512
no.mail.diverse,no.alt.mat,10,1099,512
no.mail.diverse,no.sources.list,10,1099,512
no.mail.diverse,no.sources.wanted,10,1099,512
no.mail.diverse,no.speider,10,1099,512
no.mail.diverse,no.spill,10,1099,512
no.mail.diverse,no.sport.diverse,10,1099,512
no.mail.diverse,no.tegnsett,10,1099,512
no.mail.drift,no.alt.arkiv,10,307,207
no.mail.drift,no.alt.config,10,307,207
no.mail.drift,no.alt.diskusjoner,10,307,207
no.mail.drift,no.alt.flame,10,307,207
no.mail.drift,no.sources.list,10,307,207
no.mail.drift,no.sources.wanted,10,307,207
no.mail.drift,no.speider,10,307,207
no.mail.drift,no.spill,10,307,207
no.mail.drift,no.sport.diverse,10,307,207
no.mail.drift,no.tegnsett,10,307,207
no.mail.drift,no.telepost,10,307,207
no.marked,no.alt.arkiv,10,4847,1840
no.marked,no.alt.config,10,4847,1840
no.marked,no.sources.list,10,4847,1840
no.marked,no.tegnsett,10,4847,1840
no.marked,no.telepost,10,4847,1840
no.marked.bolig,no.musikk,10,67,36
no.medisin,no.alt.katter,10,880,278
no.medisin,no.alt.mat,10,880,278
no.ms-windows,no.norsk.fagord,10,4123,936
no.mswindow,no.mac,10,362,78
no.multimedia,no.alt.frustrasjoner,10,954,581
no.multimedia,no.sources.list,10,954,581
no.multimedia,no.sources.wanted,10,954,581
no.multimedia,no.speider,10,954,581
no.multimedia,no.tegnsett,10,954,581
no.multimedia,no.telepost,10,954,581
no.net,no.alt.config,10,1110,523
no.net,no.sources.list,10,1110,523
no.net,no.sources.wanted,10,1110,523
no.net,no.speider,10,1110,523
no.net,no.sport.diverse,10,1110,523
no.net,no.tegnsett,10,1110,523
no.news.diverse,no.unix,10,6024,2109
no.news.drift,no.sources.list,10,345,185
no.news.drift,no.sources.wanted,10,345,185
no.news.drift,no.speider,10,345,185
no.news.drift,no.spill,10,345,185
no.news.drift,no.sport.diverse,10,345,185
no.news.drift,no.tegnsett,10,345,185
no.news.drift,no.telepost,10,345,185
no.norsk,no.embnet,10,11325,2296
no.norsk,no.eunet.diverse,10,11325,2296
no.norsk,no.eunet.drift,10,11325,2296
no.norsk,no.sources.list,10,11325,2296
no.norsk,no.speider,10,11325,2296
no.norsk,no.tegnsett,10,11325,2296
no.pc,no.alt.tegneserier,10,12883,2791
no.pc,no.havforskning,10,12883,2791
no.pc,no.sources.list,10,12883,2791
no.pc,no.sources.wanted,10,12883,2791
no.pc,no.speider,10,12883,2791
no.psykologi,no.radio_tv,10,1209,553
no.psykologi,no.sources.list,10,1209,553
no.psykologi,no.sources.wanted,10,1209,553
no.psykologi,no.speider,10,1209,553
no.psykologi,no.tegnsett,10,1209,553
no.radio-tv,no.vitser,10,2524,676
no.radio_tv,no.net,10,909,244
no.religion,no.radio_tv,10,14266,2206
no.slekt,no.irc,10,2669,367
no.slekt,no.nuug,10,2669,367
no.slekt.programmer,no.slekt,10,264,41
no.sources.list,no.havforskning,10,12,12
no.sources.list,no.jus,10,12,12
no.sources.list,no.kjemi,10,12,12
no.sources.list,no.linux,10,12,12
no.sources.list,no.litteratur,10,12,12
no.sources.list,no.mac,10,12,12
no.sources.list,no.mail.diverse,10,12,12
no.sources.list,no.mail.drift,10,12,12
no.sources.list,no.marked,10,12,12
no.sources.list,no.multimedia,10,12,12
no.sources.list,no.net,10,12,12
no.sources.list,no.news.drift,10,12,12
no.sources.list,no.norsk,10,12,12
no.sources.list,no.nuug,10,12,12
no.sources.list,no.pc,10,12,12
no.sources.list,no.psykologi,10,12,12
no.sources.list,no.radio_tv,10,12,12
no.sources.wanted,no.havforskning,10,53,26
no.sources.wanted,no.jus,10,53,26
no.sources.wanted,no.kjemi,10,53,26
no.sources.wanted,no.linux,10,53,26
no.sources.wanted,no.litteratur,10,53,26
no.sources.wanted,no.mac,10,53,26
no.sources.wanted,no.mail.diverse,10,53,26
no.sources.wanted,no.mail.drift,10,53,26
no.sources.wanted,no.multimedia,10,53,26
no.sources.wanted,no.net,10,53,26
no.sources.wanted,no.news.drift,10,53,26
no.sources.wanted,no.nuug,10,53,26
no.sources.wanted,no.pc,10,53,26
no.sources.wanted,no.psykologi,10,53,26
no.sources.wanted,no.radio_tv,10,53,26
no.speider,no.havforskning,10,749,86
no.speider,no.kjemi,10,749,86
no.speider,no.linux,10,749,86
no.speider,no.litteratur,10,749,86
no.speider,no.mac,10,749,86
no.speider,no.mail.diverse,10,749,86
no.speider,no.mail.drift,10,749,86
no.speider,no.multimedia,10,749,86
no.speider,no.net,10,749,86
no.speider,no.news.drift,10,749,86
no.speider,no.nuug,10,749,86
no.speider,no.pc,10,749,86
no.speider,no.psykologi,10,749,86
no.speider,no.radio_tv,10,749,86
no.speider,no.stortinget,10,749,86
no.spill,no.alt.gledesutbrudd,10,5773,631
no.spill,no.havforskning,10,5773,631
no.spill,no.mail.diverse,10,5773,631
no.spill,no.mail.drift,10,5773,631
no.spill,no.news.drift,10,5773,631
no.spill,no.nuug,10,5773,631
no.spill,no.psykologi,10,5773,631
no.spill,no.stortinget,10,5773,631
no.sport.diverse,no.havforskning,10,3164,378
no.sport.diverse,no.mail.diverse,10,3164,378
no.sport.diverse,no.mail.drift,10,3164,378
no.sport.diverse,no.net,10,3164,378
no.sport.diverse,no.news.drift,10,3164,378
no.sport.diverse,no.nuug,10,3164,378
no.sport.diverse,no.psykologi,10,3164,378
no.sport.diverse,no.stortinget,10,3164,378
no.standard,no.tegnsett,10,64,38
no.stortinget,no.speider,10,1495,626
no.stortinget,no.spill,10,1495,626
no.stortinget,no.sport.diverse,10,1495,626
no.student.nett,unknown,10,159,70
no.sykkel,no.general,10,2152,284
no.sykkel,no.marked,10,2152,284
no.tegnsett,no.net,10,313,139
no.tegnsett,no.radio_tv,10,313,139
no.tegnsett,no.slekt,10,313,139
no.tegnsett,no.sources.list,10,313,139
no.tegnsett,no.sources.wanted,10,313,139
no.tegnsett,no.speider,10,313,139
no.tegnsett,no.spill,10,313,139
no.tegnsett,no.sport.diverse,10,313,139
no.tegnsett,no.telepost,10,313,139
no.tegnsett,no.unix,10,313,139
no.tegnsett,unknown,10,313,139
no.telepost,no.havforskning,10,537,316
no.telepost,no.jus,10,537,316
no.telepost,no.kjemi,10,537,316
no.telepost,no.linux,10,537,316
no.telepost,no.litteratur,10,537,316
no.telepost,no.mac,10,537,316
no.telepost,no.mail.drift,10,537,316
no.telepost,no.marked,10,537,316
no.telepost,no.multimedia,10,537,316
no.telepost,no.news.drift,10,537,316
no.telepost,no.nuug,10,537,316
no.telepost,no.psykologi,10,537,316
no.telepost,no.radio_tv,10,537,316
no.test,no.spill,10,1148,154
no.uninett.skole,no.skole.diverse,10,404,145
no.unix,no.mac,10,2325,766
no.unix,no.nuug,10,2325,766
no.unix,no.tegnsett,10,2325,766
no.vit.diverse,no.stortinget,10,447,186
no.vitser,no.radio-tv,10,4950,665
no.www,no.alt.motorsykler,10,2032,312
no.www,no.it.diverse,10,2032,312
no.ai,no.alt.tegneserier,9,158,118
no.alt.config,no.alt.amiga,9,451,283
no.alt.config,no.alt.tegneserier,9,451,283
no.alt.diskusjoner,no.alt.amiga,9,10536,4821
no.alt.diskusjoner,no.eunet.drift,9,10536,4821
no.alt.diskusjoner,no.www,9,10536,4821
no.alt.flame,no.litteratur,9,16830,5387
no.alt.flame,no.ms-windows,9,16830,5387
no.alt.flame,no.multimedia,9,16830,5387
no.alt.frustrasjoner,no.biz.annonser,9,21167,4522
no.alt.frustrasjoner,no.it.emacs,9,21167,4522
no.alt.frustrasjoner,no.spill,9,21167,4522
no.alt.god.jul,no.nuug,9,399,231
no.alt.irc-treff,no.alt.gledesutbrudd,9,687,171
no.alt.mat,no.stortinget,9,2055,461
no.alt.pompel-og-pilt,no.ai,9,215,83
no.alt.pompel-og-pilt,no.alt.arkiv,9,215,83
no.alt.pompel-og-pilt,no.alt.config,9,215,83
no.alt.pompel-og-pilt,no.alt.flame,9,215,83
no.alt.pompel-og-pilt,no.alt.gledesutbrudd,9,215,83
no.alt.pompel-og-pilt,no.alt.motorsykler,9,215,83
no.alt.pompel-og-pilt,no.alt.pompelog,9,215,83
no.alt.pompelog,no.alt.amiga,9,182,83
no.alt.radio_tv.irma1000,no.c,9,210,59
no.alt.radio_tv.irma1000,no.ef,9,210,59
no.alt.radio_tv.irma1000,no.embnet,9,210,59
no.alt.tegneserier,no.ai,9,1182,354
no.alt.tegneserier,no.alt.config,9,1182,354
no.alt.tegneserier,no.spill,9,1182,354
no.audio,no.norsk,9,4947,852
no.bibsys,unknown,9,57,54
no.biz.annonser,no.uninett.skole,9,746,501
no.biz.diskusjoner,no.biz.annonser.data,9,147,96
no.bolig,no.ef,9,357,63
no.c,no.ai,9,1412,303
no.c,no.alkohol,9,1412,303
no.ef,no.ai,9,866,633
no.elektronikk,no.sources.wanted,9,1832,584
no.embnet,no.ai,9,178,157
no.embnet,no.alkohol,9,178,157
no.eunet.drift,no.telepost,9,227,55
no.folklore.edb,no.norsk.fagord,9,123,71
no.general,no.media,9,47032,13121
no.general,no.prat.aksjer,9,47032,13121
no.havforskning,no.radio_tv,9,243,165
no.hobby.diverse,no.elektronikk,9,159,79
no.it.emacs,no.mac,9,708,143
no.jus,no.radio_tv,9,5232,1998
no.kjemi,no.radio_tv,9,830,350
no.kryptografi,no.news.diverse,9,330,112
no.linux,no.kryptografi,9,8833,1209
no.litteratur,no.radio_tv,9,2060,485
no.mac,no.amiga,9,11681,1053
no.mac,no.marked.bil,9,11681,1053
no.mac,no.marked.bolig,9,11681,1053
no.mac,no.unix,9,11681,1053
no.mac,no.vitser,9,11681,1053
no.mail.diverse,no.radio_tv,9,1099,512
no.mail.drift,no.alt.frustrasjoner,9,307,207
no.mail.drift,no.radio_tv,9,307,207
no.marked,no.it.diverse,9,4847,1840
no.marked,no.kryptografi,9,4847,1840
no.marked,no.stortinget,9,4847,1840
no.marked.bil,no.litteratur,9,204,61
no.marked.bil,no.mac,9,204,61
no.marked.bil,no.mail.diverse,9,204,61
no.marked.bil,no.mail.drift,9,204,61
no.marked.bolig,no.litteratur,9,67,36
no.marked.bolig,no.mac,9,67,36
no.marked.bolig,no.mail.diverse,9,67,36
no.marked.bolig,no.mail.drift,9,67,36
no.marked.data,no.alt.frustrasjoner,9,4910,1299
no.marked.data,no.biz.diskusjoner,9,4910,1299
no.marked.data,no.media,9,4910,1299
no.marked.data,no.tele,9,4910,1299
no.media,no.general,9,58,45
no.media,no.mac,9,58,45
no.media,no.musikk,9,58,45
no.ms-windows,no.alt.frustrasjoner,9,4123,936
no.musikk,no.religion,9,15532,1497
no.net,no.it.diverse,9,1110,523
no.net,no.radio_tv,9,1110,523
no.news.diverse,no.alt.tegneserier,9,6024,2109
no.news.diverse,no.svar,9,6024,2109
no.news.drift,no.radio_tv,9,345,185
no.norsk.fagord,no.ms-windows,9,177,47
