from_newsgroup,to_newsgroup,number_of_references,references_from_newsgroup,references_out_of_newsgroup
no.alt.pompel-og-pilt,no.ef,420,13193,12415
no.alt.pompel-og-pilt,no.elektronikk,420,13193,12415
no.alt.pompel-og-pilt,no.embnet,420,13193,12415
no.alt.pompel-og-pilt,no.havforskning,419,13193,12415
no.linux,no.c,419,55051,23868
no.marked,no.spill,419,50284,36323
no.alt.pompel-og-pilt,no.film,418,13193,12415
no.alt.pompel-og-pilt,no.irc,418,13193,12415
no.alt.pompel-og-pilt,no.jus,418,13193,12415
no.alt.pompel-og-pilt,no.kjemi,418,13193,12415
no.alt.pompel-og-pilt,no.marked.jobb,418,13193,12415
no.havforskning,no.general,418,17004,15678
no.jus,no.elektronikk,418,59888,34547
no.kjemi,no.alt.radio-tv.irma-1000,418,25136,21500
no.alt.pompel-og-pilt,no.linux,417,13193,12415
no.alt.pompel-og-pilt,no.lisp,417,13193,12415
no.alt.pompel-og-pilt,no.litteratur,417,13193,12415
no.alt.pompel-og-pilt,no.mac,417,13193,12415
no.alt.pompel-og-pilt,no.mail.diverse,417,13193,12415
no.alt.pompel-og-pilt,no.mail.drift,417,13193,12415
no.alt.pompel-og-pilt,no.marked,417,13193,12415
no.alt.pompel-og-pilt,no.marked.data,417,13193,12415
no.irc,no.audio,417,53520,29112
no.mail.drift,no.musikk,417,20201,18601
no.musikk.gitar,no.net,417,15536,12739
no.mail.diverse,no.musikk.gitar,416,26660,21940
no.marked,no.alt.radio-tv.irma-1000,416,50284,36323
no.musikk,no.net,416,140052,23221
no.musikk.gitar,no.multimedia,416,15536,12739
no.audio,no.mac,414,47065,21499
no.hobby.diverse,no.marked.data,414,3441,2826
no.jus,no.alt.tegneserier,414,59888,34547
no.mac,no.general,414,71238,24654
no.alt.gledesutbrudd,no.alt.diskusjoner,413,34672,9680
no.c,unknown,413,23413,17227
no.pc,no.unix,413,72503,28078
no.havforskning,no.audio,412,17004,15678
no.kjemi,no.irc,412,25136,21500
no.musikk.gitar,no.jus,412,15536,12739
no.musikk.gitar,no.kjemi,412,15536,12739
no.musikk.gitar,no.linux,412,15536,12739
no.musikk.gitar,no.litteratur,412,15536,12739
no.musikk.gitar,no.mac,412,15536,12739
no.musikk.gitar,no.mail.diverse,412,15536,12739
no.musikk.gitar,no.mail.drift,412,15536,12739
no.norsk,no.film,412,107590,28991
no.audio,no.jus,411,47065,21499
no.irc,no.alt.tegneserier,411,53520,29112
no.alt.pompel-og-pilt,no.general,410,13193,12415
no.bil,no.jus,409,31226,13872
no.musikk,no.kjemi,409,140052,23221
no.news.diverse,no.pc,409,62629,27354
no.alt.tegneserier,no.marked,408,18956,14973
no.irc,no.kjemi,407,53520,29112
no.multimedia,no.hobby.diverse,407,31206,26667
no.musikk.gitar,no.marked.jobb,407,15536,12739
no.pc,no.irc,407,72503,28078
no.alt.tegneserier,no.litteratur,406,18956,14973
no.norsk,no.pc,406,107590,28991
no.alt.pompel-og-pilt,no.alt.god.jul,405,13193,12415
no.irc,no.mac,405,53520,29112
no.jus,no.bil,405,59888,34547
no.mail.diverse,no.musikk,405,26660,21940
no.alt.radio-tv.irma-1000,no.net,404,12006,11504
no.irc,no.net,404,53520,29112
no.linux,no.marked.data,404,55051,23868
no.film,no.marked.data,403,51355,19630
no.medisin,no.alt.mat,403,14388,9060
no.norsk,no.linux,403,107590,28991
no.norsk,no.news.diverse,403,107590,28991
no.prat.politikk,no.religion,403,51683,26609
no.audio,no.mail.diverse,402,47065,21499
no.marked,no.alt.tegneserier,402,50284,36323
no.marked,no.havforskning,401,50284,36323
no.marked.jobb,no.musikk.gitar,401,20015,16808
no.audio,no.kjemi,399,47065,21499
no.marked.data,no.hobby.diverse,399,33874,20913
no.audio,no.linux,398,47065,21499
no.audio,no.litteratur,398,47065,21499
no.alt.pompel-og-pilt,no.multimedia,397,13193,12415
no.alt.pompel-og-pilt,no.musikk,397,13193,12415
no.alt.pompel-og-pilt,no.musikk.gitar,397,13193,12415
no.alt.pompel-og-pilt,no.net,397,13193,12415
no.c,no.marked,397,23413,17227
no.kjemi,no.ef,397,25136,21500
no.norsk,no.musikk,397,107590,28991
no.c,no.kjemi,396,23413,17227
no.c,no.litteratur,396,23413,17227
no.c,no.mac,396,23413,17227
no.irc,no.mail.diverse,396,53520,29112
no.jus,no.audio,396,59888,34547
no.marked,no.c,396,50284,36323
no.alt.god.jul,no.film,395,14888,13251
no.ef,no.linux,395,29077,23384
no.ef,no.litteratur,395,29077,23384
no.kjemi,no.c,395,25136,21500
no.psykologi,unknown,395,17960,9534
no.audio,no.mail.drift,394,47065,21499
no.bil,no.musikk,394,31226,13872
no.ef,no.kjemi,394,29077,23384
no.havforskning,no.linux,394,17004,15678
no.irc,no.litteratur,394,53520,29112
no.jus,no.film,394,59888,34547
no.alt.tegneserier,no.mail.diverse,393,18956,14973
no.embnet,no.linux,393,17286,16200
no.embnet,no.litteratur,393,17286,16200
no.kjemi,no.audio,393,25136,21500
no.kjemi,no.embnet,393,25136,21500
no.norsk,no.stortinget,393,107590,28991
no.alkohol,no.marked,392,26420,13785
no.alt.god.jul,no.audio,392,14888,13251
no.alt.god.jul,no.general,392,14888,13251
no.alt.tegneserier,no.kjemi,392,18956,14973
no.alt.tegneserier,no.linux,392,18956,14973
no.alt.tegneserier,no.mac,392,18956,14973
no.alt.tegneserier,no.mail.drift,392,18956,14973
no.c,no.mail.diverse,392,23413,17227
no.c,no.mail.drift,392,23413,17227
no.ef,no.marked,392,29077,23384
no.embnet,no.kjemi,392,17286,16200
no.embnet,no.mac,392,17286,16200
no.alt.god.jul,no.alt.tegneserier,391,14888,13251
no.ef,no.mail.diverse,391,29077,23384
no.ef,no.mail.drift,391,29077,23384
no.irc,no.mail.drift,391,53520,29112
no.embnet,no.marked,390,17286,16200
no.havforskning,no.litteratur,390,17004,15678
no.havforskning,no.mac,390,17004,15678
no.havforskning,no.marked,390,17004,15678
no.embnet,no.mail.diverse,389,17286,16200
no.embnet,no.mail.drift,389,17286,16200
no.havforskning,no.mail.diverse,389,17004,15678
no.havforskning,no.mail.drift,389,17004,15678
no.marked,no.embnet,389,50284,36323
no.alt.flame,no.elektronikk,388,156932,49658
no.alt.mat,no.alt.diskusjoner,388,13614,6912
no.alt.radio-tv.irma-1000,no.alt.pompel-og-pilt,388,12006,11504
no.kjemi,no.film,388,25136,21500
no.marked,no.ef,388,50284,36323
no.marked.data,no.linux,388,33874,20913
no.multimedia,no.typografi,388,31206,26667
no.alt.god.jul,no.c,387,14888,13251
no.alt.god.jul,no.embnet,387,14888,13251
no.kjemi,no.alt.tegneserier,387,25136,21500
no.news.diverse,no.jus,387,62629,27354
no.alt.god.jul,no.marked,386,14888,13251
no.mail.diverse,no.alt.radio-tv.irma-1000,385,26660,21940
no.norsk,no.irc,385,107590,28991
no.jus,no.alkohol,384,59888,34547
no.linux,no.ef,384,55051,23868
no.religion,no.jus,384,143204,29159
no.spill,no.multimedia,384,30675,6456
no.alt.god.jul,no.mail.diverse,383,14888,13251
no.alt.god.jul,no.net,383,14888,13251
no.marked,no.lisp,383,50284,36323
no.alt.god.jul,no.litteratur,382,14888,13251
no.alt.tegneserier,no.alt.god.jul,382,18956,14973
no.audio,no.alt.god.jul,382,47065,21499
no.audio,no.marked.jobb,382,47065,21499
no.bil,no.film,382,31226,13872
no.marked.data,no.general,382,33874,20913
no.radio-tv,no.alt.god.jul,382,15586,5574
no.alt.frustrasjoner,no.alt.motorsykler,381,142818,41663
no.alt.god.jul,no.havforskning,381,14888,13251
no.alt.god.jul,no.jus,381,14888,13251
no.alt.god.jul,no.kjemi,381,14888,13251
no.alt.god.jul,no.linux,381,14888,13251
no.alt.god.jul,no.mail.drift,381,14888,13251
no.bil,no.litteratur,381,31226,13872
no.film,no.jus,381,51355,19630
no.net,no.irc,381,23765,19184
no.alt.god.jul,no.musikk.gitar,380,14888,13251
no.irc,no.multimedia,380,53520,29112
no.jus,no.marked.jobb,380,59888,34547
no.mail.drift,no.alt.radio-tv.irma-1000,380,20201,18601
no.net,no.alt.radio-tv.irma-1000,380,23765,19184
no.c,no.elektronikk,379,23413,17227
no.litteratur,no.havforskning,379,29283,20463
no.mac,no.elektronikk,379,71238,24654
no.spill,no.ms-windows,379,30675,6456
no.typografi,no.multimedia,379,3442,2698
no.bil,no.general,378,31226,13872
no.c,no.multimedia,378,23413,17227
no.havforskning,no.multimedia,378,17004,15678
no.marked,no.alt.god.jul,378,50284,36323
no.alt.diskusjoner,no.alt.config,377,168368,81207
no.litteratur,no.marked.data,377,29283,20463
no.mac,no.havforskning,377,71238,24654
no.film,no.bil,376,51355,19630
no.havforskning,no.net,376,17004,15678
no.lisp,no.linux,376,12384,10668
no.mac,no.audio,376,71238,24654
no.alt.god.jul,no.irc,375,14888,13251
no.alt.tegneserier,no.multimedia,375,18956,14973
no.audio,no.net,375,47065,21499
no.ef,no.elektronikk,375,29077,23384
no.film,no.mail.diverse,375,51355,19630
no.kjemi,no.alt.god.jul,375,25136,21500
no.linux,no.havforskning,375,55051,23868
no.net,no.havforskning,375,23765,19184
no.vit.diverse,no.psykologi,375,3710,1319
no.film,no.linux,374,51355,19630
no.litteratur,no.irc,374,29283,20463
no.alt.tegneserier,no.marked.jobb,373,18956,14973
no.audio,no.bil,373,47065,21499
no.elektronikk,no.c,373,24612,17793
no.elektronikk,no.marked.data,373,24612,17793
no.film,no.kjemi,373,51355,19630
no.film,no.mac,373,51355,19630
no.slekt,no.news.diverse,373,8720,2814
no.alt.tegneserier,no.net,372,18956,14973
no.audio,no.musikk.gitar,372,47065,21499
no.bil,no.audio,372,31226,13872
no.c,no.bil,372,23413,17227
no.alt.radio-tv.irma-1000,no.audio,371,12006,11504
no.alt.tegneserier,no.musikk.gitar,371,18956,14973
no.bil,no.c,371,31226,13872
no.elektronikk,no.film,371,24612,17793
no.embnet,no.multimedia,371,17286,16200
no.irc,no.marked.data,371,53520,29112
no.irc,no.musikk.gitar,371,53520,29112
no.litteratur,no.c,371,29283,20463
no.pc,no.alt.flame,371,72503,28078
no.alt.diskusjoner,no.havforskning,370,168368,81207
no.alt.radio-tv.irma-1000,no.c,370,12006,11504
no.alt.tegneserier,no.bil,370,18956,14973
no.c,no.alt.god.jul,370,23413,17227
no.c,no.musikk.gitar,370,23413,17227
no.ef,no.bil,370,29077,23384
no.ef,no.musikk.gitar,370,29077,23384
no.elektronikk,no.ef,370,24612,17793
no.havforskning,no.musikk.gitar,370,17004,15678
no.irc,no.elektronikk,370,53520,29112
no.kjemi,no.marked.data,370,25136,21500
no.alt.radio-tv.irma-1000,no.alt.tegneserier,369,12006,11504
no.alt.radio-tv.irma-1000,no.bil,369,12006,11504
no.alt.radio-tv.irma-1000,no.ef,369,12006,11504
no.alt.radio-tv.irma-1000,no.elektronikk,369,12006,11504
no.alt.radio-tv.irma-1000,no.embnet,369,12006,11504
no.alt.tegneserier,no.marked.data,369,18956,14973
no.bil,no.embnet,369,31226,13872
no.elektronikk,no.mail.diverse,369,24612,17793
no.elektronikk,no.mail.drift,369,24612,17793
no.film,no.mail.drift,369,51355,19630
no.irc,no.marked.jobb,369,53520,29112
no.kjemi,no.bil,369,25136,21500
no.kjemi,no.elektronikk,369,25136,21500
no.litteratur,no.embnet,369,29283,20463
no.alt.radio-tv.irma-1000,no.havforskning,368,12006,11504
no.alt.radio-tv.irma-1000,no.marked.jobb,368,12006,11504
no.bil,no.ef,368,31226,13872
no.bil,no.irc,368,31226,13872
no.bil,no.kjemi,368,31226,13872
no.elektronikk,no.irc,368,24612,17793
no.embnet,no.bil,368,17286,16200
no.embnet,no.elektronikk,368,17286,16200
no.embnet,no.net,368,17286,16200
no.film,no.multimedia,368,51355,19630
no.litteratur,no.alt.tegneserier,368,29283,20463
no.litteratur,no.ef,368,29283,20463
no.marked.data,no.film,368,33874,20913
no.alt.radio-tv.irma-1000,no.film,367,12006,11504
no.alt.radio-tv.irma-1000,no.irc,367,12006,11504
no.alt.radio-tv.irma-1000,no.jus,367,12006,11504
no.alt.radio-tv.irma-1000,no.linux,367,12006,11504
no.alt.radio-tv.irma-1000,no.lisp,367,12006,11504
no.alt.radio-tv.irma-1000,no.litteratur,367,12006,11504
no.alt.radio-tv.irma-1000,no.mac,367,12006,11504
no.alt.radio-tv.irma-1000,no.marked.data,367,12006,11504
no.audio,no.alt.radio-tv.irma-1000,367,47065,21499
no.audio,no.lisp,367,47065,21499
no.bil,no.linux,367,31226,13872
no.bil,no.mac,367,31226,13872
no.embnet,no.alt.god.jul,367,17286,16200
no.embnet,no.musikk.gitar,367,17286,16200
no.film,no.marked.jobb,367,51355,19630
no.irc,no.bil,367,53520,29112
no.kjemi,no.lisp,367,25136,21500
no.litteratur,no.audio,367,29283,20463
no.mail.diverse,no.havforskning,367,26660,21940
no.ms-windows,no.spill,367,21902,9781
no.alt.tegneserier,no.elektronikk,366,18956,14973
no.bil,no.lisp,366,31226,13872
no.c,no.lisp,366,23413,17227
no.ef,no.lisp,366,29077,23384
no.elektronikk,no.embnet,366,24612,17793
no.irc,no.lisp,366,53520,29112
no.mac,no.c,366,71238,24654
no.mail.diverse,no.irc,366,26660,21940
no.audio,no.alt.pompel-og-pilt,365,47065,21499
no.bil,no.alt.tegneserier,365,31226,13872
no.c,no.marked.jobb,365,23413,17227
no.ef,unknown,365,29077,23384
no.elektronikk,no.kjemi,365,24612,17793
no.mail.diverse,no.c,365,26660,21940
no.alt.tegneserier,no.alt.pompel-og-pilt,364,18956,14973
no.alt.tegneserier,no.alt.radio-tv.irma-1000,364,18956,14973
no.bil,no.alt.pompel-og-pilt,364,31226,13872
no.bil,no.alt.radio-tv.irma-1000,364,31226,13872
no.bil,no.havforskning,364,31226,13872
no.bil,no.marked.data,364,31226,13872
no.bil,no.marked.jobb,364,31226,13872
no.c,no.alt.pompel-og-pilt,364,23413,17227
no.c,no.alt.radio-tv.irma-1000,364,23413,17227
no.ef,no.alt.pompel-og-pilt,364,29077,23384
no.ef,no.alt.radio-tv.irma-1000,364,29077,23384
no.elektronikk,no.linux,364,24612,17793
no.elektronikk,no.litteratur,364,24612,17793
no.embnet,no.lisp,364,17286,16200
no.film,no.elektronikk,364,51355,19630
no.irc,no.alt.god.jul,364,53520,29112
no.mac,no.embnet,364,71238,24654
no.mail.drift,no.havforskning,364,20201,18601
no.multimedia,no.havforskning,364,31206,26667
no.net,no.audio,364,23765,19184
no.net,no.embnet,364,23765,19184
no.alt.config,no.alt.frustrasjoner,363,6324,4840
no.bil,no.mail.diverse,363,31226,13872
no.bil,no.mail.drift,363,31226,13872
no.c,no.marked.data,363,23413,17227
no.ef,no.marked.jobb,363,29077,23384
no.elektronikk,no.lisp,363,24612,17793
no.havforskning,no.alt.god.jul,363,17004,15678
no.jus,no.alt.god.jul,363,59888,34547
no.kjemi,no.alt.pompel-og-pilt,363,25136,21500
no.mac,no.lisp,363,71238,24654
no.www,no.pc,363,14654,2747
no.alt.tegneserier,no.lisp,362,18956,14973
no.ef,no.marked.data,362,29077,23384
no.jus,no.news.diverse,362,59888,34547
no.linux,no.embnet,362,55051,23868
no.net,no.alt.tegneserier,362,23765,19184
no.news.drift,no.net,362,6403,5345
no.alt.radio-tv.irma-1000,no.general,361,12006,11504
no.elektronikk,no.alt.pompel-og-pilt,361,24612,17793
no.elektronikk,no.alt.radio-tv.irma-1000,361,24612,17793
no.elektronikk,no.alt.tegneserier,361,24612,17793
no.elektronikk,no.havforskning,361,24612,17793
no.elektronikk,no.marked.jobb,361,24612,17793
no.embnet,no.alt.pompel-og-pilt,361,17286,16200
no.embnet,no.alt.radio-tv.irma-1000,361,17286,16200
no.embnet,no.marked.jobb,361,17286,16200
no.film,no.lisp,361,51355,19630
no.irc,no.alt.pompel-og-pilt,361,53520,29112
no.irc,no.alt.radio-tv.irma-1000,361,53520,29112
no.mail.diverse,no.audio,361,26660,21940
no.marked,no.alt.pompel-og-pilt,361,50284,36323
no.embnet,no.marked.data,360,17286,16200
no.general,no.sport.diverse,360,572652,195646
no.linux,no.audio,360,55051,23868
no.litteratur,no.lisp,360,29283,20463
no.multimedia,no.spill,360,31206,26667
no.amiga,unknown,359,13494,803
no.elektronikk,no.musikk,359,24612,17793
no.lisp,no.marked,359,12384,10668
no.mac,no.film,359,71238,24654
no.multimedia,no.irc,359,31206,26667
no.havforskning,no.marked.data,358,17004,15678
no.mac,no.alt.tegneserier,358,71238,24654
no.mail.drift,no.irc,358,20201,18601
no.multimedia,no.c,358,31206,26667
no.net,no.film,358,23765,19184
no.net,no.news.diverse,358,23765,19184
no.linux,no.film,357,55051,23868
no.multimedia,no.film,357,31206,26667
no.film,no.alt.pompel-og-pilt,356,51355,19630
no.film,no.alt.radio-tv.irma-1000,356,51355,19630
no.film,no.musikk.gitar,356,51355,19630
no.film,no.net,356,51355,19630
no.litteratur,no.alt.god.jul,356,29283,20463
no.alt.flame,no.marked,355,156932,49658
no.jus,no.lisp,355,59888,34547
no.linux,no.alt.tegneserier,355,55051,23868
no.mail.diverse,no.embnet,355,26660,21940
no.mail.diverse,no.film,355,26660,21940
no.mail.diverse,no.marked.data,355,26660,21940
no.film,no.alt.god.jul,354,51355,19630
no.mail.diverse,no.ef,354,26660,21940
no.mail.diverse,no.pc,354,26660,21940
no.marked.data,no.litteratur,354,33874,20913
no.multimedia,no.embnet,354,31206,26667
no.psykologi,no.jus,354,17960,9534
no.alt.god.jul,no.alt.radio-tv.irma-1000,353,14888,13251
no.alt.god.jul,no.bil,353,14888,13251
no.alt.god.jul,no.elektronikk,353,14888,13251
no.alt.god.jul,no.marked.data,353,14888,13251
no.ef,no.musikk,353,29077,23384
no.havforskning,no.marked.jobb,353,17004,15678
no.litteratur,no.bil,353,29283,20463
no.mail.diverse,no.alt.tegneserier,353,26660,21940
no.mail.drift,no.c,353,20201,18601
no.alt.god.jul,no.alt.pompel-og-pilt,352,14888,13251
no.havforskning,no.bil,352,17004,15678
no.havforskning,no.elektronikk,352,17004,15678
no.havforskning,no.lisp,352,17004,15678
no.havforskning,no.musikk,352,17004,15678
no.mail.drift,no.embnet,352,20201,18601
no.alt.god.jul,no.lisp,351,14888,13251
no.alt.god.jul,no.marked.jobb,351,14888,13251
no.alt.god.jul,no.musikk,351,14888,13251
no.havforskning,no.alt.pompel-og-pilt,351,17004,15678
no.havforskning,no.alt.radio-tv.irma-1000,351,17004,15678
no.hobby.diverse,no.marked,351,3441,2826
no.jus,no.alt.pompel-og-pilt,351,59888,34547
no.jus,no.alt.radio-tv.irma-1000,351,59888,34547
no.mail.drift,no.ef,351,20201,18601
no.mail.drift,no.marked.data,351,20201,18601
no.multimedia,no.alt.tegneserier,351,31206,26667
no.alt.radio-tv.irma-1000,no.multimedia,350,12006,11504
no.linux,no.lisp,350,55051,23868
no.lisp,no.mac,350,12384,10668
no.mail.drift,no.audio,350,20201,18601
no.net,no.elektronikk,350,23765,19184
no.alt.frustrasjoner,no.alkohol,349,142818,41663
no.alt.radio-tv.irma-1000,no.alt.god.jul,349,12006,11504
no.mail.drift,no.alt.tegneserier,349,20201,18601
no.marked.data,no.mail.diverse,349,33874,20913
no.marked.jobb,no.audio,349,20015,16808
no.marked.jobb,no.lisp,349,20015,16808
no.alt.god.jul,no.radio-tv,348,14888,13251
no.c,no.musikk,348,23413,17227
no.elektronikk,no.net,348,24612,17793
no.marked.data,no.mail.drift,348,33874,20913
no.alt.radio-tv.irma-1000,no.musikk,347,12006,11504
no.alt.radio-tv.irma-1000,no.musikk.gitar,347,12006,11504
no.mail.diverse,no.lisp,347,26660,21940
no.alt.diskusjoner,no.radio_tv,346,168368,81207
no.alt.motorsykler,no.alt.tegneserier,346,272638,18101
no.mail.drift,no.film,346,20201,18601
no.multimedia,no.lisp,346,31206,26667
no.musikk,no.marked.jobb,346,140052,23221
no.net,no.news.drift,346,23765,19184
no.bil,no.multimedia,345,31226,13872
no.marked.data,no.elektronikk,345,33874,20913
no.embnet,no.musikk,344,17286,16200
no.mail.diverse,no.elektronikk,344,26660,21940
no.mail.drift,no.lisp,344,20201,18601
no.linux,no.alt.god.jul,343,55051,23868
no.multimedia,unknown,343,31206,26667
no.pc,no.jus,343,72503,28078
no.alt.tegneserier,no.musikk,342,18956,14973
no.bil,no.alt.god.jul,342,31226,13872
no.bil,no.musikk.gitar,342,31226,13872
no.bil,no.net,342,31226,13872
no.marked.jobb,no.musikk,342,20015,16808
no.marked.data,no.lisp,341,33874,20913
no.marked.jobb,no.film,341,20015,16808
no.ms-windows,no.musikk,341,21902,9781
no.net,no.marked.data,341,23765,19184
no.lisp,no.litteratur,340,12384,10668
no.musikk.gitar,no.havforskning,340,15536,12739
no.elektronikk,no.alt.god.jul,339,24612,17793
no.elektronikk,no.musikk.gitar,339,24612,17793
no.litteratur,no.elektronikk,339,29283,20463
no.mail.diverse,no.alt.god.jul,339,26660,21940
no.marked.data,no.net,339,33874,20913
no.marked.jobb,no.jus,339,20015,16808
no.musikk,no.ms-windows,339,140052,23221
no.musikk,no.news.diverse,339,140052,23221
no.musikk.gitar,no.irc,339,15536,12739
no.net,no.alt.god.jul,339,23765,19184
no.sykkel,unknown,339,9200,1677
no.alt.gledesutbrudd,no.alt.mat,338,34672,9680
no.marked.jobb,no.irc,338,20015,16808
no.news.drift,no.news.diverse,338,6403,5345
no.radio-tv,no.alt.frustrasjoner,338,15586,5574
no.mail.drift,no.alt.god.jul,337,20201,18601
no.marked.jobb,no.net,337,20015,16808
no.radio_tv,no.alt.diskusjoner,337,6092,3057
no.www,no.ms-windows,337,14654,2747
no.alt.flame,no.alt.gledesutbrudd,336,156932,49658
no.linux,no.bil,336,55051,23868
no.linux,no.elektronikk,336,55051,23868
no.lisp,no.mail.diverse,336,12384,10668
no.lisp,no.mail.drift,336,12384,10668
no.lisp,no.marked.data,336,12384,10668
no.marked.data,no.irc,336,33874,20913
no.mac,no.bil,335,71238,24654
no.mail.drift,no.elektronikk,335,20201,18601
no.unix,no.general,335,14256,4998
no.litteratur,no.alt.pompel-og-pilt,334,29283,20463
no.litteratur,no.alt.radio-tv.irma-1000,334,29283,20463
